Model: ,Oscilloscope DSO-X 4022A
Serial Number:,MY57310245
Address: ,USBInstrument1
Date: ,2026-07-10 19:10:17

Sample Number,Time (s),1 (VOLT),2 (VOLT),
968,-2.448E-06,0.04087895154953,1.7007948756218,
969,-2.19199999999998E-06,-0.0260666608810425,1.63384926319122,
970,-1.93600000000002E-06,-0.0260666608810425,1.7007948756218,
971,-1.68E-06,-0.093012273311615,1.7007948756218,
972,-1.42399999999998E-06,-0.0260666608810425,1.7007948756218,
973,-1.16800000000001E-06,-0.0260666608810425,2.1694141626358,
974,-9.11999999999994E-07,-0.093012273311615,1.49995803833008,
975,-6.55999999999975E-07,-0.0260666608810425,1.63384926319122,
976,-4.0000000000001E-07,-0.093012273311615,1.49995803833008,
977,-1.4399999999999E-07,-0.0260666608810425,1.29912120103836,
978,1.12000000000029E-07,3.18732273578644,1.36606681346893,
979,3.67999999999994E-07,3.18732273578644,-0.776192784309387,
980,6.24000000000013E-07,3.18732273578644,-1.91426819562912,
981,8.80000000000032E-07,3.25426834821701,-2.04815942049026,
982,1.136E-06,3.18732273578644,-1.91426819562912,
983,1.39200000000002E-06,3.18732273578644,-1.78037697076797,
984,1.64800000000004E-06,3.25426834821701,-1.91426819562912,
985,1.904E-06,3.25426834821701,-1.64648574590683,
986,2.16000000000002E-06,3.25426834821701,-1.91426819562912,
987,2.41599999999999E-06,3.25426834821701,-1.84732258319855,
988,2.672E-06,3.25426834821701,-1.84732258319855,
989,2.92800000000002E-06,3.25426834821701,-1.84732258319855,
990,3.18399999999999E-06,3.25426834821701,-1.57954013347626,
991,3.44000000000001E-06,3.25426834821701,-1.84732258319855,
992,3.69600000000003E-06,3.18732273578644,-1.91426819562912,
993,3.95199999999999E-06,3.18732273578644,-1.78037697076797,
994,4.20800000000001E-06,3.32121396064758,-2.11510503292084,
995,4.46400000000003E-06,3.18732273578644,-1.7134313583374,
996,4.72E-06,3.18732273578644,-1.91426819562912,
997,4.97600000000001E-06,3.18732273578644,-1.98121380805969,
998,5.23200000000003E-06,3.18732273578644,-1.91426819562912,
999,5.488E-06,3.18732273578644,-2.24899625778198,
1000,5.74400000000002E-06,3.18732273578644,-1.7134313583374,
1001,6.00000000000004E-06,3.25426834821701,-1.78037697076797,
1002,6.256E-06,3.18732273578644,-1.91426819562912,
1003,6.51200000000002E-06,3.18732273578644,-1.57954013347626,
1004,6.76799999999999E-06,3.18732273578644,-1.91426819562912,
1005,7.02400000000001E-06,3.18732273578644,-1.84732258319855,
1006,7.28000000000003E-06,3.25426834821701,-1.84732258319855,
1007,7.53599999999999E-06,3.25426834821701,-2.11510503292084,
1008,7.79200000000001E-06,3.25426834821701,-1.17786645889282,
1009,8.04800000000003E-06,3.25426834821701,-1.7134313583374,
1010,8.30399999999999E-06,3.25426834821701,-1.7134313583374,
1011,8.56000000000001E-06,3.18732273578644,-1.7134313583374,
1012,8.81600000000003E-06,3.25426834821701,-1.7134313583374,
1013,9.072E-06,3.18732273578644,-1.64648574590683,
1014,9.32800000000002E-06,3.25426834821701,-1.7134313583374,
1015,9.58400000000004E-06,3.18732273578644,-1.57954013347626,
1016,9.84E-06,3.25426834821701,-1.31175768375397,
1017,1.0096E-05,3.25426834821701,-1.44564890861511,
1018,1.0352E-05,3.25426834821701,-1.64648574590683,
1019,1.0608E-05,3.18732273578644,-1.7134313583374,
1020,1.0864E-05,3.18732273578644,-1.57954013347626,
1021,1.112E-05,3.25426834821701,-1.78037697076797,
1022,1.1376E-05,3.25426834821701,-1.84732258319855,
1023,1.1632E-05,3.18732273578644,-1.78037697076797,
1024,1.1888E-05,3.25426834821701,-1.98121380805969,
1025,1.2144E-05,3.25426834821701,-1.37870329618454,
1026,1.24E-05,3.18732273578644,-1.84732258319855,
1027,1.2656E-05,3.18732273578644,-1.84732258319855,
1028,1.2912E-05,3.25426834821701,-1.57954013347626,
1029,1.3168E-05,3.25426834821701,-1.98121380805969,
1030,1.3424E-05,3.25426834821701,-1.78037697076797,
1031,1.368E-05,3.25426834821701,-1.78037697076797,
1032,1.3936E-05,3.25426834821701,-1.84732258319855,
1033,1.4192E-05,3.25426834821701,-1.11092084646225,
1034,1.4448E-05,3.18732273578644,-1.84732258319855,
1035,1.4704E-05,3.25426834821701,-1.78037697076797,
1036,1.496E-05,3.25426834821701,-1.7134313583374,
1037,1.5216E-05,3.18732273578644,-2.11510503292084,
1038,1.5472E-05,3.18732273578644,-1.78037697076797,
1039,1.5728E-05,3.25426834821701,-1.84732258319855,
1040,1.5984E-05,3.25426834821701,-1.84732258319855,
1041,1.624E-05,3.25426834821701,-1.98121380805969,
1042,1.6496E-05,3.25426834821701,-2.18205064535141,
1043,1.6752E-05,3.25426834821701,-1.91426819562912,
1044,1.7008E-05,3.18732273578644,-1.98121380805969,
1045,1.7264E-05,3.25426834821701,-1.78037697076797,
1046,1.752E-05,3.32121396064758,-1.84732258319855,
1047,1.7776E-05,3.25426834821701,-1.91426819562912,
1048,1.8032E-05,3.25426834821701,-1.84732258319855,
1049,1.8288E-05,3.25426834821701,-1.91426819562912,
1050,1.8544E-05,3.18732273578644,-1.84732258319855,
1051,1.88E-05,3.25426834821701,-1.78037697076797,
1052,1.9056E-05,3.25426834821701,-1.84732258319855,
1053,1.9312E-05,3.25426834821701,-1.84732258319855,
1054,1.9568E-05,3.25426834821701,-2.11510503292084,
1055,1.9824E-05,3.25426834821701,-1.7134313583374,
1056,2.008E-05,3.25426834821701,-1.78037697076797,
1057,2.0336E-05,3.25426834821701,-1.84732258319855,
1058,2.0592E-05,3.25426834821701,-1.78037697076797,
1059,2.0848E-05,3.18732273578644,-2.04815942049026,
1060,2.1104E-05,3.25426834821701,-1.7134313583374,
1061,2.136E-05,3.25426834821701,-1.78037697076797,
1062,2.1616E-05,3.18732273578644,-1.84732258319855,
1063,2.1872E-05,3.25426834821701,-1.44564890861511,
1064,2.2128E-05,3.25426834821701,-1.84732258319855,
1065,2.2384E-05,3.25426834821701,-1.84732258319855,
1066,2.264E-05,3.25426834821701,-1.78037697076797,
1067,2.2896E-05,3.25426834821701,-2.18205064535141,
1068,2.3152E-05,3.25426834821701,-1.24481207132339,
1069,2.3408E-05,3.25426834821701,-1.78037697076797,
1070,2.3664E-05,3.18732273578644,-1.84732258319855,
1071,2.392E-05,3.25426834821701,-1.78037697076797,
1072,2.4176E-05,3.25426834821701,-1.78037697076797,
1073,2.4432E-05,3.25426834821701,-1.7134313583374,
1074,2.4688E-05,3.25426834821701,-1.64648574590683,
1075,2.4944E-05,3.25426834821701,-1.64648574590683,
1076,2.52E-05,-0.0260666608810425,-0.709247171878815,
1077,2.5456E-05,0.04087895154953,1.29912120103836,
1078,2.5712E-05,-0.0260666608810425,1.56690365076065,
1079,2.5968E-05,-0.0260666608810425,1.56690365076065,
1080,2.6224E-05,-0.0260666608810425,1.43301242589951,
1081,2.648E-05,0.04087895154953,1.49995803833008,
1082,2.6736E-05,-0.0260666608810425,1.63384926319122,
1083,2.6992E-05,-0.093012273311615,1.56690365076065,
1084,2.7248E-05,-0.0260666608810425,1.7007948756218,
1085,2.7504E-05,-0.0260666608810425,1.16522997617722,
1086,2.776E-05,-0.0260666608810425,1.63384926319122,
1087,2.8016E-05,-0.0260666608810425,1.7007948756218,
1088,2.8272E-05,-0.0260666608810425,1.49995803833008,
1089,2.8528E-05,-0.0260666608810425,1.83468610048294,
1090,2.8784E-05,-0.0260666608810425,1.7007948756218,
1091,2.904E-05,-0.093012273311615,1.7007948756218,
1092,2.9296E-05,-0.0260666608810425,1.56690365076065,
1093,2.9552E-05,-0.0260666608810425,0.897447526454926,
1094,2.9808E-05,-0.0260666608810425,1.7007948756218,
1095,3.0064E-05,-0.0260666608810425,1.63384926319122,
1096,3.032E-05,-0.093012273311615,1.63384926319122,
1097,3.0576E-05,-0.093012273311615,1.96857732534409,
1098,3.0832E-05,-0.0260666608810425,1.56690365076065,
1099,3.1088E-05,-0.0260666608810425,1.7007948756218,
1100,3.1344E-05,-0.093012273311615,1.7007948756218,
1101,3.16E-05,-0.0260666608810425,1.76774048805237,
1102,3.1856E-05,-0.0260666608810425,1.96857732534409,
1103,3.2112E-05,-0.0260666608810425,1.63384926319122,
1104,3.2368E-05,-0.0260666608810425,1.56690365076065,
1105,3.2624E-05,-0.0260666608810425,1.56690365076065,
1106,3.288E-05,-0.093012273311615,1.63384926319122,
1107,3.3136E-05,-0.093012273311615,1.96857732534409,
1108,3.3392E-05,-0.0260666608810425,1.90163171291351,
1109,3.3648E-05,-0.0260666608810425,1.90163171291351,
1110,3.3904E-05,-0.093012273311615,1.76774048805237,
1111,3.416E-05,-0.0260666608810425,1.7007948756218,
1112,3.4416E-05,-0.0260666608810425,1.76774048805237,
1113,3.4672E-05,0.04087895154953,1.7007948756218,
1114,3.4928E-05,0.04087895154953,2.03552293777466,
1115,3.5184E-05,-0.0260666608810425,1.7007948756218,
1116,3.544E-05,-0.093012273311615,1.7007948756218,
1117,3.5696E-05,-0.0260666608810425,1.76774048805237,
1118,3.5952E-05,-0.0260666608810425,1.7007948756218,
1119,3.6208E-05,-0.0260666608810425,1.7007948756218,
1120,3.6464E-05,-0.0260666608810425,1.49995803833008,
1121,3.672E-05,-0.0260666608810425,1.56690365076065,
1122,3.6976E-05,-0.0260666608810425,1.63384926319122,
1123,3.7232E-05,-0.0260666608810425,1.36606681346893,
1124,3.7488E-05,-0.0260666608810425,1.7007948756218,
1125,3.7744E-05,-0.0260666608810425,1.7007948756218,
1126,3.8E-05,-0.0260666608810425,1.43301242589951,
1127,3.8256E-05,-0.0260666608810425,1.90163171291351,
1128,3.8512E-05,-0.0260666608810425,0.897447526454926,
1129,3.8768E-05,-0.0260666608810425,1.56690365076065,
1130,3.9024E-05,-0.0260666608810425,1.63384926319122,
1131,3.928E-05,-0.0260666608810425,1.49995803833008,
